region,district,ward,latitude,longitude,agent_name,standalone_agent,other_activities,trading_hours,provider_selcom,selcom_deposits_per_week,selcom_withdrawls_per_week,selcom_num_tills,selcom_training,selcom_training_type,selcom_tariff_guide,selcom_guidance_service_use,provider_maxmalipo,maxmalipo_deposits_per_week,maxmalipo_withdrawls_per_week,maxmalipo_num_tills,maxmalipo_training,maxmalipo_training_type,maxmalipo_tariff_guide,maxmalipo_guidance_service_use,provider_buttonpay,buttonpay_deposits_per_week,buttonpay_withdrawls_per_week,buttonpay_num_tills,buttonpay_training,buttonpay_training_type,buttonpay_tariff_guide,buttonpay_guidance_service_use,bank_local_services,ShoppingCentres_local_services,GeneralDealer_local_services,Caf__local_services,Salon_local_services,Pharmacy_local_services,Bar_local_services,Trader_local_services,ElectronicShop_local_services,BureaudeExchange_local_services,Hotel_local_services,CellularShop_local_services,GroceryStore_local_services,Restaurant_local_services,Other_local_services,Other_local_services_detail,services_utility_payments,services_tax_payments,services_MMT_transfer,services_airtime_purchase,Other than those listed above are there any other services provided?,Please indicate,branding_but__service,Please select,branding_but_no_service_MaxMalipo,branding_but_no_service_Selcom,branding_but_no_service_ButtonPay,branding_but_no_service_other,branding_but_no_service_other_detail
Dar es Salaam,Kinondoni,Kimara,-6.79128,39.18682,Debora Stationary,Conduct other business,Stationary Shop,12 hours,,,,,,,,,Yes,2,5,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,
Mbeya,Mbeya Urban,Sisimba,-8.89384,33.43966,Deborah,Conduct other business,Stationary Shop,10 hours,,,,,,,,,Yes,10,10,0,Yes,Training from other rep,No,No,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,Yes,,,,,,,,,
Tanga,Tanga,Makorora,-5.08298,39.1096,Phone Doctor Cash Point,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,0,0,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,Yes,Yes,,,Yes,,,Yes,,,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Temeke,Toangoma,-6.95444,39.28286,Deborah Pius Malinzi,Conduct other business,Stationary Shop,12 hours,,,,,,,,,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,Yes,Yes,,,Yes,Yes,Yes,Yes,,,,,,,,Yes,Petrol Station,Yes,,,Yes,,,,,,,,,
Zanzibar,Zanzibar,Kiembe Samaki,-6.20321,39.21299,Piason Baruti,Stand Alone Agent,,12 hours,Yes,0,0,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,Yes,,Yes,School,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Sinza,-6.7832,39.22855,DenejoShop,Conduct other business,Stationary Shop,12 hours,Yes,0,0,1,Yes,Formal classroom training,No,Yes,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,Yes,,Yes,,,,,,,,,
Arusha,Arusha,Kaloleni,-3.36709,36.68583,Pictel,Stand Alone Agent,,24 hours,Yes,0,0,1,Yes,Training from other rep,No,No,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,Yes,,,Yes,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Ilala,Vingunguti,-6.84153,39.22665,PietaPeter,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,Duka,Yes,Yes,Yes,Yes,,,,,,,,,
Dar es Salaam,Ilala,Vingunguti,-6.84157,39.22666,Pietha Peter,Stand Alone Agent,,12 hours,Yes,0,0,1,Yes,Formal classroom training,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,
Dar es Salaam,Ilala,Tabata,-6.83603,39.21603,Dennis,Conduct other business,Stationary Shop,12 hours,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Duka,Yes,,,Yes,,,,,,,,,
Mwanza,Nyamagana,Mbugani,-2.50336,32.91275,Devotha Shop,Conduct other business,Stationary Shop,12 hours,,,,,,,,,Yes,1,1,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,Yes,Yes,,,,,,,,Yes,,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Ubungo,-6.80489,39.1987,Diamond Stationary,Conduct other business,Stationary Shop,12 hours,Yes,0,0,0,Yes,Formal classroom training,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,
Dar es Salaam,Temeke,Mbagala,-6.91013,39.25834,Diana Stationary,Conduct other business,Stationary Shop,12 hours,,,,,,,,,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,Lodge,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Kimara,-6.78812,39.15693,Pili Shop,Stand Alone Agent,,12 hours,Yes,24,24,1,No,,No,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,Yes,,,,Yes,Yes,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Mikocheni,-6.76806,39.25906,Pili Yusuph,Stand Alone Agent,,10 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,Yes,,,,,,,,,,,,Yes,Yes,Food Shop,Yes,,Yes,Yes,,,,,,,,,
Dodoma,Kondoa,Kondoa Mjini,-4.90396,35.78248,Didas Mlundi,Conduct other business,Stationary Shop,12 hours,,,,,,,,,Yes,19,21,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,Yes,,Yes,Yes,Yes,,Yes,,,Yes,,Yes,,,Yes,Yes,Yes,Yes,,,,,,,,,
Shinyanga,Kahama,Kahama Mjini,-3.82949,32.59871,Digiatal Photo Studio,Conduct other business,Stationary Shop,12 hours,,,,,,,,,Yes,0,0,0,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Ilala,Tabata,-6.82474,39.2263,Digital Compter,Conduct other business,Stationary Shop,12 hours,Yes,0,0,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Temeke,Charambe,-6.92912,39.26211,Pius Investment,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,0,0,Yes,Training from other rep,Yes,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,
Pwani,Bagamoyo,Dunda,-6.45012,38.90716,Digital Shop And Stationary,Conduct other business,Stationary Shop,12 hours,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,,,,,,Yes,Yes,,,Yes,Yes,,Yes,,,,,,,,,
Dodoma,Dodoma Urban,Makole,-6.17645,35.75948,Piusi Steven Mushi,Stand Alone Agent,,12 hours,,,,,,,,,Yes,16,14,1,Yes,Training from other rep,No,Yes,,,,,,,,,,Yes,,,,,Yes,,,,,,,,Yes,College,Yes,Yes,Yes,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Sinza,-6.77156,39.22316,Dina Shop,Conduct other business,Stationary Shop,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,Church,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Kibamba,-6.78616,39.04962,Dismas Shop,Conduct other business,Stationary Shop,12 hours,Yes,0,0,0,Yes,Formal classroom training,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,Yes,,Yes,Yes,,,,,,,,,
Mbeya,Mbeya Urban,Ilomba,-8.91255,33.4888,Dj Stationary,Conduct other business,Stationary Shop,12 hours,,,,,,,,,Yes,36,36,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,Duka,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Kimara,-6.78589,39.16567,DolphinStanary,Conduct other business,Stationary Shop,12 hours,Yes,0,0,0,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,
Morogoro,Morogoro Urban,Boma,-6.82922,37.66889,Doroth Lwoga,Conduct other business,Stationary Shop,10 hours,,,,,,,,,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,Yes,No,,,,,,,,,,,,,,Yes,Yes,Jamuhuri Stadium,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Ilala,Ukonga,-6.88205,39.15654,Doto,Conduct other business,Stationary Shop,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,Yes,,,,Yes,,,,,,,,,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Makuburi,-6.81141,39.21232,Point Of Acceess,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,0,1,Yes,Formal classroom training,Yes,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Makuburi,-6.81137,39.21216,Point Of Acces,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,,,Yes,,,,,,,,,
Arusha,Arusha,Kaloleni,-3.3611,36.68862,Point Zone,Stand Alone Agent,,12 hours,,,,,,,,,,,,,,,,,Yes,15,0,0,Yes,Training from other rep,No,Yes,,,,,,,,,,,Yes,,,,Yes,Car wash,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Temeke,Kurasini,-6.84743,39.28642,Double L Stationary,Conduct other business,Stationary Shop,12 hours,,,,,,,,,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,Yes,Yes,,Yes,,,,,,Yes,Yes,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Sinza,-6.77094,39.23109,Poma Shop,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,No,,,,,,,,,,,,Yes,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Kigogo,-6.82423,39.23472,Pomboma Kiosk,Stand Alone Agent,,12 hours,,,,,,,,,,,,,,,,,Yes,30,30,1,No,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Sinza,-6.78501,39.22041,Pondo Shop,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,Yes,No,,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Temeke,Kurasini,-6.84389,39.28501,Double L Stationary,Conduct other business,Stationary Shop,12 hours,,,,,,,,,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,Yes,Yes,,Yes,,,,,,,Yes,Yes,Stationary Shop,Yes,,,Yes,,,,,,,,,
Arusha,Arusha,Kaloleni,-3.36509,36.68781,Double M,Conduct other business,Stationary Shop,12 hours,,,,,,,,,Yes,13,15,1,Yes,Formal classroom training,Yes,Yes,,,,,,,,,,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,,,,,,,,,,,,
Dar es Salaam,Kinondoni,Kimara,-6.78569,39.1683,Double S Stationary,Conduct other business,Stationary Shop,12 hours,Yes,5,5,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,
Dar es Salaam,Ilala,Buguruni,-6.83255,39.24152,Dream Boys Investment,Conduct other business,Stationary Shop,12 hours,Yes,0,0,1,Yes,Formal classroom training,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Duka,Yes,Yes,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Ubungo,-6.8045,39.20327,Drobo Stationary,Conduct other business,Stationary Shop,12 hours,Yes,0,0,0,Yes,Formal classroom training,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Yes,,Yes,Yes,,,,,,,,,
Dar es Salaam,Ilala,Kinyerezi,-6.84416,39.16861,Ds Internet,Conduct other business,Stationary Shop,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Goba,-6.76284,39.11211,Duble E Stationary,Conduct other business,Stationary Shop,12 hours,Yes,0,0,0,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Yes,,,,,,,,,,,,
Dar es Salaam,Kinondoni,Kawe,-6.75803,39.18558,Ponjo Shop,Stand Alone Agent,,12 hours,Yes,0,0,1,No,,No,No,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Kawe,-6.76796,39.2258,E Master Shop,Conduct other business,Stationary Shop,10 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,,Yes,,,,,,,,,,
Dar es Salaam,Temeke,Toangoma,-6.94537,39.2937,Eba General Supply,Conduct other business,Stationary Shop,12 hours,,,,,,,,,Yes,0,0,1,Yes,Formal classroom training,No,Yes,,,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,,,Yes,,,,,,,,,
Arusha,Monduli,Makuyuni,-3.54812,36.10355,Ebeneza Stationary,Conduct other business,Stationary Shop,10 hours,,,,,,,,,Yes,43,38,1,Yes,Formal classroom training,No,No,,,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,,,Yes,,,,,,,,,
Tabora,Tabora Urban,Kanyenye,-5.0235,32.81015,Pos Shop,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,0,1,Yes,Formal classroom training,Yes,Yes,,,,,,,,,,,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,
Shinyanga,Shinyanga Urban,Shinyanga Mjini,-3.6714,33.42974,Post Office,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,0,0,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Kimara,-6.78876,39.13935,Ebenezer,Conduct other business,Stationary Shop,12 hours,Yes,0,0,0,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,
Dar es Salaam,Temeke,Kurasini,-6.85384,39.28248,Eca Company Limited,Conduct other business,Stationary Shop,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,Yes,Yes,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Kimara,-6.79175,39.1942,Edga Msumwa,Conduct other business,Stationary Shop,12 hours,,,,,,,,,Yes,2,4,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,Yes,Yes,Yes,,,,,,,,,
Mbeya,Kyela,Kyela Mjini,-9.60212,33.86925,Post Office Kyela,Stand Alone Agent,,12 hours,,,,,,,,,Yes,7,18,0,Yes,Training from other rep,Yes,Yes,,,,,,,,,,Yes,,,,Yes,,,,,,,,,,,Yes,,,Yes,,,,,,,,,
Shinyanga,Maswa,Nyalikungu,-3.18084,33.78546,Post Office Maswa,Stand Alone Agent,,10 hours,,,,,,,,,Yes,0,0,0,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,,Yes,,,,,,,,,
Kilimanjaro,Moshi Rural,Kilema Kusini,-3.37828,37.63083,Edmund Claud Silayo,Conduct other business,Stationary Shop,12 hours,,,,,,,,,Yes,10,9,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,Yes,,,Yes,,,,,,,,,,,Yes,,Yes,Yes,,,,,,,,,
Dar es Salaam,Ilala,Kivukoni,-6.81493,39.28834,Post Shop,Stand Alone Agent,,10 hours,,,,,,,,,Yes,0,0,0,Yes,Training from other rep,Yes,Yes,,,,,,,,,Yes,Yes,,,,,,,,Yes,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Kinondoni,-6.79189,39.25759,Edo Stationary,Conduct other business,Stationary Shop,12 hours,,,,,,,,,,,,,,,,,Yes,0,0,1,No,,Yes,Yes,,,,Yes,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Temeke,Charambe,-6.93315,39.25194,Elasiua Kaiza,Conduct other business,Stationary Shop,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,Hardware Shop,Yes,,,Yes,,,,,,,,,
Morogoro,Morogoro Urban,Sabasaba,-6.82095,37.65307,Posta Mawenzi,Stand Alone Agent,,8 hours,,,,,,,,,Yes,0,0,1,No,,No,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,Yes,Duka,Yes,,,Yes,,,,,,,,,
Arusha,Arusha,Kati,-3.37217,36.69449,Posta Meru,Stand Alone Agent,,12 hours,,,,,,,,,Yes,13,10,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,,Yes,,,,Yes,,,Yes,,,,,,,,,
Pwani,Rufiji,Ikwiriri,-7.95056,38.98457,Posta Office,Stand Alone Agent,,12 hours,Yes,0,0,0,Yes,Training from other rep,Yes,No,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,
Mbeya,Mbarali,Rujewa,-8.70836,34.37936,Posta Office,Stand Alone Agent,,12 hours,,,,,,,,,Yes,50,70,0,Yes,Training from other rep,Yes,Yes,,,,,,,,,Yes,Yes,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
Dar es Salaam,Ilala,Segerea,-6.84413,39.19087,Eliwangu Mlaki,Conduct other business,Stationary Shop,12 hours,Yes,0,0,1,Yes,Formal classroom training,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Butcher,Yes,Yes,Yes,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Kimara,-6.78735,39.17696,Elizabet Masele,Conduct other business,Stationary Shop,12 hours,Yes,15,30,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,
Dodoma,Dodoma Urban,Ng'ong'ona,-6.20468,35.79701,Posta U Dom,Stand Alone Agent,,12 hours,,,,,,,,,Yes,50,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,University,Yes,,Yes,Yes,,,,,,,,,
Arusha,Arusha,Kati,-3.37408,36.68561,Posta Uhuru,Stand Alone Agent,,12 hours,,,,,,,,,Yes,32,31,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,Yes,Yes,,Yes,Yes,,Yes,,,Yes,,,,,Yes,Yes,Yes,,,,,,,,,,
Arusha,Arusha,Kaloleni,-3.36502,36.68785,Elizabeth Kutika,Conduct other business,Stationary Shop,10 hours,,,,,,,,,Yes,4,4,1,Yes,Training from other rep,No,Yes,,,,,,,,,,Yes,,Yes,Yes,Yes,,,,,,,Yes,Yes,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Ilala,Kivukoni,-6.81419,39.28786,Postal Cash,Stand Alone Agent,,10 hours,,,,,,,,,Yes,0,0,0,Yes,Training from other rep,Yes,Yes,,,,,,,,,Yes,Yes,,,,,,,,Yes,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,
Mwanza,Misungwi,Misungwi,-2.847,33.08805,Postal Misungwi,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,
Dar es Salaam,Temeke,Mtoni,-6.87424,39.26938,Elizabeth Mshiru,Conduct other business,Stationary Shop,12 hours,,,,,,,,,Yes,0,0,1,Yes,Formal classroom training,No,No,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,
Tabora,Tabora Urban,Chemchem,-5.01921,32.80381,Elly Shop,Conduct other business,Stationary Shop,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,No,,,,,,,,,,,Yes,,,,,,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,
Dar es Salaam,Temeke,Mtoni,-6.88507,39.28045,Ema Compu Ltd,Conduct other business,Stationary Shop,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,Yes,,,Yes,Yes,Yes,Yes,Yes,,,,,Yes,Yes,Yes,Photo Studio,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Temeke,Kurasini,-6.84202,39.28634,Emanuel Praygod Mazewe,Conduct other business,Stationary Shop,12 hours,,,,,,,,,Yes,0,0,1,Yes,Formal classroom training,No,Yes,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,Yes,,,Yes,,,,,,,,,
Arusha,Arusha,Kaloleni,-3.3616,36.68469,Emiliana Peter Sakina,Conduct other business,Stationary Shop,12 hours,,,,,,,,,Yes,20,0,0,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,Yes,,,,Yes,,,,,,Yes,Yes,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Kimara,-6.80245,39.1266,Praxedh,Stand Alone Agent,,12 hours,Yes,5,10,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,Yes,,Yes,,,,,,,,,
Dar es Salaam,Ilala,Ilala,-6.8264,39.26412,Emma Investment,Conduct other business,Stationary Shop,12 hours,,,,,,,,,Yes,0,0,1,Yes,Formal classroom training,No,Yes,,,,,,,,,Yes,Yes,,,,,,,,,,,,,Yes,Wholesale,Yes,Yes,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Kibamba,-6.79577,39.0845,Emmanuel Shop,Conduct other business,Stationary Shop,12 hours,Yes,0,0,0,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,
Dar es Salaam,Kinondoni,Msasani,-6.77269,39.27041,Premier Money,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,Bicycle Shop,Yes,,,,,,,,,,,,
Dar es Salaam,Kinondoni,Msasani,-6.7727,39.27042,Premium Money,Stand Alone Agent,,12 hours,,,,,,,,,Yes,15,20,1,Yes,Formal classroom training,Yes,Yes,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Kawe,-6.73899,39.22637,Era Stationary,Conduct other business,Stationary Shop,10 hours,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,Furniture Sales,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Ilala,Segerea,-6.84285,39.17256,Prika Mandia,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,,,Yes,,,,,,,,,
Iringa,Iringa Urban,Kitanzini,-7.78329,35.694,Primium Solution,Stand Alone Agent,,12 hours,Yes,0,0,0,No,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,Yes,Yes,,,,,,,,,
Dar es Salaam,Ilala,Ukonga,-6.91007,39.1682,Prince Charls,Stand Alone Agent,,12 hours,,,,,,,,,,,,,,,,,Yes,0,0,1,Yes,Formal classroom training,No,No,,,,,,,,,,,,,,,Yes,Mobile Money Agent,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Temeke,Mtoni,-6.87988,39.28898,Eric Aman Swai,Conduct other business,Stationary Shop,12 hours,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,Yes,School,Yes,Yes,,Yes,,,,,,,,,
Dar es Salaam,Ilala,Kipawa,-6.86518,39.20149,Esta Albert Kandoye,Conduct other business,Stationary Shop,12 hours,Yes,0,0,1,Yes,Formal classroom training,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,
Dar es Salaam,Ilala,Segerea,-6.84259,39.18487,Prisca Mshana,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,Yes,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Kijitonyama,-6.77132,39.23127,Esta Shop,Conduct other business,Stationary Shop,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,
Dar es Salaam,Kinondoni,Manzese,-6.79599,39.22648,Ester Kunyonja,Conduct other business,Stationary Shop,12 hours,Yes,10,10,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,Yes,,,,Yes,,,,,Yes,,Yes,,,,,,,,,
Arusha,Arusha,Levolosi,-3.36841,36.67939,Etana Stationary,Conduct other business,Stationary Shop,12 hours,,,,,,,,,Yes,23,13,1,Yes,Formal classroom training,Yes,Yes,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,Yes,Yes,,Yes,,,,,,,,,
Dodoma,Mpwapwa,Mpwapwa Mjini,-6.34978,36.48721,Eva Zachalia,Conduct other business,Stationary Shop,12 hours,,,,,,,,,Yes,20,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,Yes,,,Yes,Yes,,,,,,,,,Yes,Hospital,Yes,,Yes,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Kimara,-6.80485,39.16631,Prophet John,Stand Alone Agent,,12 hours,Yes,15,15,1,No,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,Yes,,,,,,,,,
Dar es Salaam,Temeke,Kigamboni,-6.82388,39.31298,Eve John,Conduct other business,Stationary Shop,10 hours,,,,,,,,,Yes,0,0,1,Yes,Formal classroom training,Yes,Yes,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,CD&DVD Library,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Ilala,Segerea,-6.84113,39.15018,Eveline Sambage,Conduct other business,Stationary Shop,12 hours,,,,,,,,,Yes,0,0,1,No,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,Mobile Money Agent,Yes,Yes,Yes,Yes,,,,,,,,,
